genres_0,genres_1,genres_2,genres_3,app_name,id
Indie, Simulation, Strategy,,Making History: The Great War,279140
Adventure, Indie,,,Supreme League of Patriots - Episode 2: Patriot Frames,336710
Adventure, RPG,,,Fahrenheit: Indigo Prophecy Remastered,312840
RPG, Strategy,,,Hyperdimension Neptunia Re;Birth1 / 超次次元ゲイム ネプテューヌRe;Birth1 / 超次次元遊戲戰機少女重生1,282900
Adventure,,,,The Quivering,345290
Action, Free to Play, Indie,,Gear Up,214420
Indie, Simulation, Early Access,,Besiege,346010
Action, Adventure, Indie,,samurai_jazz,346450
Indie, Strategy,,,868-HACK,274700
Adventure, Indie,,,Shadowgate: MacVenture Series,343800
Action, Indie, Simulation,,Air Guardians,342230
Indie, RPG,,,Dark Gates,333730
Indie,,,,Gravity Ghost,251490
Adventure, Indie,,,Déjà Vu II: MacVenture Series,343830
Action, Adventure, Free to Play, Indie,8BitMMO,250420
Adventure, Indie,,,The Uninvited: MacVenture Series,343810
Adventure, Indie,,,Déjà Vu: MacVenture Series,343820
Adventure,,,,Grim Fandango Remastered,316790
Action, RPG,,,Dying Light,239140
Casual, Indie,,,Break the Cube,346650
Casual, Indie,,,Hook,367580
Strategy,,,,Grey Goo,290790
Adventure, Indie, Early Access,,Stranded Deep,313120
Indie, Simulation, Strategy,,Guild Commander,337220
Action, Adventure, RPG, Simulation,Loot Hunter,341470
Casual, Indie,,,Pahelika: Secret Legends,336020
Action, Casual, Indie,,Roche Fusion,334140
Indie, Simulation, Strategy,,Streets of Chaos,346320
Indie, Sports,,,ClusterPuck 99,337960
Action,,,,Phantom Breaker: Battle Grounds,329490
Free to Play, Indie,,,Without Within,345650
Casual,,,,Mahjong Pretty Girls Battle,338060
Action, Adventure, Indie,,PARTICLE MACE,295690
Free to Play, Strategy,,,Kingdoms CCG,330000
Adventure,,,,Nicolas Eymerich The Inquisitor Book II : The Village,297070
Action, Adventure, Indie,,Lost in a Forest,345280
Indie, Simulation, Strategy,,Human Extinction Simulator,342500
Action, Adventure, Indie, Simulation,Void Destroyer,259660
Action, Free to Play, Indie, RPG,Combat Monsters,336040
Action,,,,Saints Row: Gat out of Hell,301910
Free to Play, Indie, Strategy, Early Access,CaesarIA,327640
Adventure, Indie, RPG, Strategy,Blackguards 2,314830
RPG,,,,Citizens of Earth,258910
Indie, RPG, Simulation, Strategy,HuniePop,339800
Action, Adventure,,,Resident Evil / biohazard HD REMASTER,304240
Adventure, Casual, Indie,,Anoxemia,338050
Adventure, Casual, Indie,,Teddy Floppy Ear - Kayaking,340310
Casual, Indie, RPG,,Aveyond 3-3: The Lost Orb,321880
Casual, Indie, Simulation,,Bloop,340200
Indie, RPG,,,Chronicles of a Dark Lord: Episode II War of The Abyss,341780
Action, Indie, Racing,,Goscurry,335090
Indie,,,,HyperRogue,342610
Action, Casual, Indie,,Project Green Beat,340480
Action, Free to Play, Indie,,Echoes+,338000
Casual, Indie,,,But to Paint a Universe,335220
Adventure, Casual, Indie,,Tengami,299680
Action, Adventure, Indie,,TRISTOY,303260
Adventure, Casual,,,Questerium: Sinister Trinity HD Collector's Edition,320610
Action,,,,Double Dragon Trilogy,314150
Racing, Simulation, Sports,,MotorSport Revolution,317080
Adventure, Indie, RPG, Strategy,Avernum 2: Crystal Souls,337850
Indie, Simulation, Strategy,,The Mims Beginning,337820
Action, Indie, RPG,,Song of the Myrne: What Lies Beneath,333330
Adventure, Casual, Indie,,Retention,339470
Indie, Strategy,,,"War, the Game",322900
Action, Indie,,,Pushcat,308440
Indie, RPG,,,Elements: Soul of Fire,340650
Action, Indie,,,Disorder,322080
Casual, Indie, Simulation,,Supreme: Pizza Empire,318260
Adventure, Casual, Indie,,Teddy Floppy Ear - Mountain Adventure,340300
Adventure, Casual,,,Adventures of Robinson Crusoe,334470
Adventure, Casual, Indie, RPG,Ostrich Island,337270
Indie,,,,Cubot,340280
Action, Adventure, Indie, RPG,GRAV,332500
RPG, Strategy,,,Warhammer Quest,326670
Action, Casual, Indie,,Castle,339290
Casual, Free to Play,,,Emerland Solitaire: Endless Journey,501050
Action, Casual, Indie,,Ninja Guy,340630
Action, Indie, Strategy,,Towers of Altrac - Epic Defense Battles,333660
Indie, Simulation, Strategy, Early Access,Project AURA,305940
Action, Indie,,,Vintage Year,333760
Utilities,,,,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",337070
Action, Adventure, Casual, Indie,Overture,343100
Casual, Indie, Strategy,,Fake Colours,334300
Adventure, Casual,,,Pilot Brothers 2,336770
Adventure, Casual, Indie,,Catmouth Island,336380
Indie,,,,Ame no Marginal -Rain Marginal-,348950
Indie, RPG, Early Access,,SilverQuest: Gaiden,333380
Indie, Massively Multiplayer, RPG, Early Access,Xsyon - Prelude,297470
Casual, Free to Play, Indie, RPG,Mathoria: It All Adds Up,434480
Action, Casual, Free to Play, Indie,Uebergame,391780
Free to Play, Massively Multiplayer, RPG,,Karos,337410
Action, Casual, Indie,,Ukrainian Ninja,339000
Adventure, Indie, Simulation,,One Late Night: Deadline,337880
Indie, Strategy,,,Sentinels of the Multiverse,337150
Action, Indie,,,Geometry Dash,322170
Adventure, Casual, Indie,,Alchemy Mysteries: Prague Legends,326190
Indie, Sports,,,Sportsfriends,277850
Indie, RPG,,,Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,336280
Indie, RPG,,,Choice of Robots,339350
Adventure,,,,Sisyphus Reborn,517910
Indie, Massively Multiplayer, RPG, Early Access,The Repopulation,322300
Action, Adventure,,,METAL GEAR SOLID V: GROUND ZEROES,311340
Action, Adventure, RPG,,Outcast 1.1,336610
Casual, Indie,,,Elastrix,336700
Action, Adventure, RPG, Early Access,Mission Control: NanoMech,338030
Action, Indie,,,Dead Effect,286040
Action, Adventure, Indie, RPG,Vagante,323220
Action,,,,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,222420
Casual, Indie,,,Dream Tale,337450
Casual, Strategy,,,Ascension: Deckbuilding Game,320430
Action, Indie,,,Clash of Puppets,325870
RPG, Strategy,,,Rime Berta,312600
Action, Indie,,,Sky Mercenaries,336090
Action, Indie,,,National Zombie Park,332780
Indie, RPG, Strategy,,NEO Scavenger,248860
Simulation,,,,World Of Leaders,335050
Action, Adventure, Indie, RPG,Bit Odyssey,328740
Action, Adventure, Indie, RPG,bit Dungeon II,331440
Indie, RPG, Strategy,,Town of Salem,334230
Indie, Strategy,,,SunAge: Battle for Elysium,318650
Adventure, Casual, Indie, RPG,FRONTIERS,293480
Adventure, Indie, RPG,,LISA,335670
Action, Indie,,,BoxesWithGuns,342520
Adventure, Casual, Indie,,Oblivious Garden ~Carmina Burana,323490
Casual, Strategy,,,Synonymy,342890
Action, Adventure, Casual, Indie,Final Dusk,337420
Casual, Indie,,,"About Love, Hate and the other ones",277680
Action, Indie,,,Starship Rubicon,372030
Action,,,,Halo: Spartan Strike,324570
Indie, RPG,,,Psy High,339510
Indie, RPG, Simulation, Strategy,It's A Wipe!,330620
Action, Indie,,,ALLTYNEX Second,283840
Indie,,,,Nanofights,335890
Action, Indie,,,Xeodrifter™,319140
Action, Indie,,,KAMUI,283820
Action, Indie,,,Run or Die,325150
Action,,,,BlazBlue: Continuum Shift Extend,294810
RPG,,,,FINAL FANTASY® XIII-2,292140
Action, Adventure, Indie,,The Talos Principle,257510
Adventure, Casual, Indie,,Last Inua,331980
Adventure, Indie,,,199X,355270
Casual, Indie,,,Prelogate,332830
Action, Adventure, Indie,,Rock Boshers DX: Directors Cut,298790
Action, Free to Play, Indie,,Rexaura,317790
Adventure, Indie,,,Elegy for a Dead World,252290
Adventure, Indie, Sports,,BasketBelle,329690
Action, Adventure, Indie,,Yury,321950
Adventure, Indie, RPG, Strategy,Dungeonmans,288120
Action, Adventure,,,LARA CROFT AND THE TEMPLE OF OSIRIS™,289690
Action, Indie,,,Cargo 3,318690
Action, Indie, Racing,,iO,324070
Free to Play, Indie, Strategy,,Galcon 2: Galactic Conquest,294160
Free to Play, Strategy,,,Lambda Wars Beta,270370
Action, Casual, Indie,,Insanity's Blade,334190
Simulation, Sports, Strategy,,Club Manager 2015,326630
Adventure, Free to Play, Massively Multiplayer, RPG,School of Dragons,332070
Casual, Indie, RPG, Strategy,Braveland Wizard,333880
Casual, Indie, RPG,,Adventurer Manager,280320
Indie, RPG, Strategy,,Dead State: Reanimated,239840
Indie, RPG,,,Fight The Dragon,250560
Action, Adventure, Casual, Indie,Skilltree Saga,315320
Adventure, Indie,,,The Apotheosis Project,364350
Action, Indie,,,Bombing Bastards,314220
Adventure, Casual,,,Demon Hunter: Chronicles from Beyond,330990
Action, Casual, Indie, Racing,Quantum Rush Champions,317440
Free to Play, Indie,,,ULTRAWORLD EXODUS,331580
Action, Casual, Simulation, Sports,Rugby Union Team Manager 2015,328830
Adventure, Indie,,,The Old City: Leviathan,297350
Indie,,,,Potatoman Seeks the Troof,328500
Indie, RPG,,,1Quest,332710
Racing, Simulation, Sports,,MXGP - The Official Motocross Videogame Compact,336010
Adventure, Indie,,,Lumino City,205020
Casual, Strategy,,,Magnifico,320400
Adventure,,,,Game of Thrones - A Telltale Games Series,330840
Action, Adventure, Indie,,Princess Remedy in a World of Hurt,407900
Action, Massively Multiplayer, Racing,,The Crew™,241560
Adventure, Indie, Early Access,,Rift's Cave,335210
Indie, Strategy,,,Foresight,315080
Action, Adventure, Indie,,Wings of Vi,318530
Indie, RPG, Strategy,,Deadnaut,337040
Action, Adventure, Indie, RPG,StarMade,244770
Adventure, Strategy,,,The Witcher Adventure Game,303800
Adventure, Indie, RPG,,Joe Dever's Lone Wolf HD Remastered,279440
Simulation,,,,Fireworks Simulator,323780
Adventure, Indie,,,Tesla Breaks the World!,314210
Strategy,,,,"Warhammer 40,000: Armageddon",312370
Casual, Indie, Strategy,,The Jackbox Party Pack,331670
Indie, Strategy,,,BattleLore: Command,348400
Adventure, Indie, RPG,,Space Salvager,319210
Action, Free to Play, Indie, RPG,Akaneiro: Demon Hunters,230310
Action,,,,Geometry Wars™ 3: Dimensions Evolved,310790
Indie,,,,Feel-A-Maze,333870
Action, Indie,,,Instant Dungeon!,326720
Adventure,,,,Tales from the Borderlands,330830
Indie, Simulation, Strategy,,Neocolonialism,333540
Adventure, Casual,,,Midnight Mysteries: Witches of Abraham - Collector's Edition,332810
Action, Adventure, Casual, Indie,Luna: Shattered Hearts: Episode 1,331400
Casual,,,,Brink of Consciousness: The Lonely Hearts Murders,327370
Massively Multiplayer, RPG, Early Access,,Shroud of the Avatar: Forsaken Virtues,326160
Animation &amp; Modeling, Design &amp; Illustration, Education, Software Training,Axis Game Factory's AGFPRO BattleMat Multi-Player DLC,270942
Indie, RPG, Simulation, Strategy,Craft The World,248390
Action, Adventure, Indie,,Passing Pineview Forest,331120
Action, Indie,,,Magical Battle Festa,292480
Action, Racing,,,Motorama,327010
Racing, Simulation, Sports,,MotoGP™14 Compact,321490
Action, Indie, Simulation,,Kinetic Void,227160
Casual, Indie,,,Inside The Gear,333120
Casual, Indie,,,Letter Quest: Grimm's Journey,328730
Indie, RPG,,,Shadows: Heretic Kingdoms,256030
Adventure, Indie, Early Access,,Amazing Frog?,332570
Action, Adventure, Indie, RPG,Celestial Command,330460
Action, Indie, RPG,,Death Skid Marks,326150
Action, Casual, Indie,,The Marvellous Miss Take,327310
Indie, Strategy,,,WARMACHINE: Tactics,253510
Indie,,,,Cherry Tree High I! My! Girls!,333220
Action, Adventure, Casual, Free to Play,Gems of War - Puzzle RPG,329110
Adventure, Casual, Free to Play, Indie,Everlasting Summer,331470
Simulation, Sports, Strategy,,Basketball Pro Management 2015,310880
Action, Strategy,,,Bloons TD 5,306020
Indie,,,,Particulars,259470
Action, Adventure, RPG,,FATE: The Cursed King,303690
Action, Indie,,,The Blue Flamingo,302010
Action, Adventure, Casual, Indie,Rollers of the Realm,262470
Action, Adventure, Casual, Indie,Never Alone (Kisima Ingitchuna),295790
Adventure, Indie,,,KEL Reaper of Entropy,317950
Adventure, Indie, Strategy,,DungeonUp,388620
Action, Adventure, Casual, Indie,Robotex,330350
Adventure,,,,Escape Dead Island,226560
Action, Indie,,,Solar Struggle,330680
Action, Adventure, RPG,,Adventure Time: The Secret Of The Nameless Kingdom,298890
Action, Adventure,,,Far Cry® 4,298110
Simulation,,,,Ski-World Simulator,273850
Action, Indie,,,GunWorld,349950
Adventure, Indie, RPG,,Tales of Aravorn: Seasons Of The Wolf,333390
Action, Indie,,,QP Shooting - Dangerous!!,316600
Animation &amp; Modeling, Design &amp; Illustration, Utilities,,Spriter Pro,332360
Action, Indie,,,Wickland,321260
Casual, Indie,,,Crab Cakes Rescue,328680
Adventure, Indie, RPG,,Whisper of a Rose,326730
RPG,,,,Lords of Xulima,296570
Action, Indie, Racing, Simulation,Homebrew - Vehicle Sandbox,325420
Adventure, Indie, Simulation,,This War of Mine,282070
Action, Simulation, Sports, Strategy,Cinemaware Anthology: 1986-1991,326590
Action, Indie,,,The Sun and Moon,321560
Strategy,,,,Frozen Synapse Prime,328600
Adventure, Casual, Racing,,StuntMANIA Reloaded,324750
Action, Adventure, Indie, Massively Multiplayer,Boundless,324510
Action, Indie,,,Phoenix Force,332480
Action, Indie,,,Miko Gakkou: Second Year,331290
RPG, Strategy,,,Space Hulk Ascension,317620
Adventure, Indie,,,Randal's Monday,314810
Adventure, Casual, Indie, RPG,Sneaky Sneaky,259410
Adventure, Indie,,,Amphora,331510
Adventure, Indie,,,Chariot,319450
Indie,,,,Over The Void,330470
Action, Adventure, Indie, Racing,Retro City Rampage™ DX,204630
Action, Adventure,,,Assassin's Creed® Unity,289650
Strategy, Early Access,,,1953: NATO vs Warsaw Pact,325470
Action, RPG, Strategy,,Valkyria Chronicles™,294860
Action, Adventure, Indie,,Deadlings: Rotten Edition,320150
Racing,,,,Toybox Turbos,287260
Action, Adventure,,,LEGO® Batman™3: Beyond Gotham,313690
Adventure, Indie,,,Leona's Tricky Adventures,305880
Action, Adventure, Indie, RPG,Elliot Quest,293440
Indie,,,,Five Nights at Freddy's 2,332800
Action, Adventure, Indie,,Magnetic By Nature,296510
Indie, Strategy,,,Desert Ashes,324420
Adventure, Indie, RPG,,A Bird Story,327410
Adventure, Casual, Indie, RPG,Millennium 5 - The Battle of the Millennium,298850
Action, Indie, Early Access,,The Joylancer: Legendary Motor Knight,315540
Indie, RPG, Strategy,,Crowntakers,294370
Adventure, Indie, Strategy,,Gold Rush! Anniversary,319230
Action, Indie, RPG, Simulation,Dragon: The Game,305960
Adventure, Indie, RPG,,Gunspell - Steam Edition,328100
Indie, RPG, Strategy,,Winged Sakura: Mindy's Arc,331390
Action, Indie,,,FOTONICA,253290
Simulation,,,,Logistics Company,328310
Action, Free to Play, Early Access,,BLOCKADE 3D,302830
Casual, Free to Play, Indie, Massively Multiplayer,Eldevin,298160
Action, RPG,,,The World II: Hunting BOSS,323240
Action,,,,The Binding of Isaac: Rebirth,250900
Action, Simulation,,,Aviator - Bush Pilot,273830
Action, Indie,,,Reflex Arena,328070
Action, Adventure, Indie, Strategy,Polarity,315430
Action, Indie, Racing,,Space Warp,326470
Action, Indie,,,Depth,274940
Action,,,,Call of Duty®: Advanced Warfare - Gold Edition,209650
Simulation, Strategy,,,Buzz Aldrin's Space Program Manager,308270
Action, Indie, RPG,,NS2: Combat,310110
Action, Indie,,,Flix The Flea,371390
Action, Adventure, Strategy,,Antisquad,268200
Action, Indie, Massively Multiplayer, Early Access,AXYOS,318100
Action, Adventure, Indie, RPG,Majestic Nights,284140
Casual, Indie,,,Cosmic DJ,297110
Simulation,,,,Farming Simulator 15,313160
Adventure, Indie, RPG,,The Forest of Doom,270490
Action, Adventure, Casual, Indie,Hail to the King: Deathbat,327440
Adventure, RPG, Strategy,,Icewind Dale: Enhanced Edition,321800
Action, Adventure, Indie, Massively Multiplayer,Miscreated,299740
Action, Casual, Indie,,QbQbQb,329320
Action, Indie,,,Daedalus - No Escape,315830
Adventure,,,,The Moon Sliver,329830
Action, RPG,,,Lords Of The Fallen™,265300
Action, Indie,,,Deep Eclipse: New Space Odyssey,326990
Action, Indie, Racing,,BlazeRush,302710
Adventure, Indie,,,The Detail,319970
Indie, Simulation, Strategy, Early Access,Rise to Ruins,328080
Indie, Simulation, Strategy,,Spacebase DF-9,246090
Adventure, Casual, Indie,,Dungeon Lurk II - Leona,322580
Action, Indie,,,Fabula Mortis,320790
Adventure, Indie, RPG, Strategy,Dungeon of the Endless™,249050
Action, Indie, Strategy,,Robowars,285090
Indie, RPG, Strategy,,Sproggiwood,311720
Adventure, RPG,,,Mythos: The Beginning - Director's Cut,325320
Action, Adventure, Simulation,,Enforcer: Police Crime Action,318220
Action, Indie,,,REVOLVER360 RE:ACTOR,313400
Action, Casual,,,Cooking Academy Fire and Knives,322040
Adventure,,,,Paper Monsters Recut,314540
Action, Indie, RPG,,Ziggurat,308420
Action, Adventure, Indie, RPG,Hardland,321980
Adventure, Indie,,,The Shopkeeper,324610
Action, Free to Play, Indie,,Double Action: Boogaloo,317360
Action, Indie,,,Kromaia,285980
Strategy,,,,Sid Meier's Civilization®: Beyond Earth™,65980
Adventure, Indie,,,Squishy the Suicidal Pig,318430
Indie,,,,Vampires: Guide Them to Safety!,328780
Indie,,,,Life of Pixel,327260
Action, Indie, Strategy,,Prophour23,317610
Casual, Indie,,,Moonlight Minions,311170
Action, Indie,,,Screencheat,301970
Indie, RPG, Strategy,,Jagged Alliance Flashback,256010
Action, Adventure, Casual, Indie,Devil's Dare 悪魔の挑戦,279580
Casual, Indie,,,Poltergeist: A Pixelated Horror,323700
Indie,,,,Metrocide,313130
Action, Indie, Simulation, Strategy,Door Kickers,248610
Adventure, Casual, Indie,,Sinister City,326180
Action, Indie,,,DeadCore,284460
Indie, RPG,,,Thieves' Gambit: The Curse of the Black Cat,328550
Indie, RPG,,,DarkEnd,292370
Indie, Massively Multiplayer, RPG,,Perpetuum,223410
Indie, Simulation, Strategy,,Supreme Ruler Ultimate,314980
Action, Simulation,,,Wings! Remastered Edition,320840
Indie, Simulation, Strategy,,Ultimate General: Gettysburg,306660
Action, Indie,,,A City Sleeps™,316180
Action,,,,Killing Floor - Toy Master,326960
Racing, Sports,,,F1 2014,226580
Indie, RPG, Simulation, Strategy,Smugglers 5: Invasion,326230
Action,,,,Man in a Maze: Deathmatch,310990
Free to Play, RPG, Strategy,,Pox Nora,201210
Adventure,,,,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,262000
Casual, Indie, Early Access,,Blob From Space,315070
Adventure, Indie, RPG,,Legend of Grimrock 2,251730
Simulation,,,,DIG IT! - A Digger Simulator,311910
Action, RPG,,,Borderlands: The Pre-Sequel,261640
Adventure, Indie,,,Bik - A Space Adventure,325160
Adventure, Casual, RPG,,Deep Dungeons of Doom,325090
Indie, Strategy,,,Eufloria HD,221180
Adventure, Indie, RPG,,Pitiri 1977,305740
Casual, Free to Play, Indie, Strategy,Sigils of Elohim,321480
Action,,,,The Evil Within,268050
Indie, RPG,,,Boot Hill Heroes,313470
Action,,,,Ryse: Son of Rome,302510
Adventure, Casual, Indie,,1HEART,270190
RPG,,,,FINAL FANTASY® XIII,292120
Action, Adventure, Indie,,Schein,321920
Adventure, Indie,,,TRI: Of Friendship and Madness,293660
Adventure, Indie,,,TRI Original Soundtrack + Artbook,323730
Adventure, Indie,,,A Golden Wake,307570
Action, Adventure, Racing,,Sleeping Dogs: Definitive Edition,307690
Adventure, Casual, RPG,,Costume Quest 2,275180
Action, Casual, Free to Play, Massively Multiplayer,Counter-Strike Nexon: Zombies,273110
Action,,,,Styx: Master of Shadows,242640
Adventure,,,,Damned,251170
Adventure, Casual,,,Time Mysteries: Inheritance - Remastered,350010
Action,,,,Alien: Isolation,214490
Action, Adventure, Indie,,Crow,323430
Indie, Strategy, Early Access,,Warring States,282680
Adventure, Indie,,,Metal Dead,302690
Adventure, Casual,,,Disney Fairies: Tinker Bell's Adventure,318350
Adventure, Indie,,,Baezult,509860
Action, Indie,,,A.R.E.S. Extinction Agenda EX,315340
Action, Adventure, Casual, Indie,Last Knight: Rogue Rider Edition,262210
Sports, Strategy,,,Front Page Sports Football,316700
Action,,,,METAL SLUG X,312610
Adventure, Indie,,,Qora,304460
Casual, Indie, Strategy,,Khet 2.0,312720
Action, Indie,,,Super Win the Game,310700
Adventure, Indie,,,Silence of the Sleep,321870
Action, Indie,,,Wrack,253610
Action, Adventure,,,Middle-earth™: Shadow of Mordor™,241930
Action, Casual, Indie, Early Access,Cavern Kings,321830
RPG,,,,Pier Solar and the Great Architects,286220
Adventure, Indie,,,Shadow Puppeteer,316480
Action, Adventure, Indie,,Outland,305050
Adventure,,,,Sherlock Holmes: Crimes and Punishments,241260
Action, Casual, Indie, Sports,STARWHAL,263020
Action, Adventure, Indie, RPG,TinyKeep,278620
Adventure, Casual,,,Grim Legends 2: Song of the Dark Swan,279800
Adventure, Casual, Indie,,Verde Station,324120
Action, Indie,,,Thief Town,331220
Simulation, Strategy,,,Command: Modern Air / Naval Operations WOTY,321410
Action, RPG, Simulation,,Starpoint Gemini 2,236150
Action, Adventure, Indie,,Neverending Nightmares,253330
Action, Adventure, Indie,,Kraven Manor,296630
Adventure, Indie,,,The Vanishing of Ethan Carter,258520
Simulation,,,,Roadside Assistance Simulator,302440
Action,,,,Raiden III Digital Edition,315670
Action, Adventure, Indie,,Fenix Rage,294460
Casual,,,,Runaway Express Mystery,299020
Casual, Indie, Strategy,,Autumn,473520
Action, Adventure,,,Schrödinger’s Cat And The Raiders Of The Lost Quark,295490
Indie, Strategy,,,DG2: Defense Grid 2,221540
Action, Adventure, RPG,,Gauntlet™ Slayer Edition,258970
Strategy,,,,Ancient Space,249190
Casual, Simulation, Strategy,,TransOcean: The Shipping Company,289930
Action,,,,Red Orchestra 2/Rising Storm Alpha Community Maps,324830
Action, Casual,,,Beyond Gravity,317510
Action,,,,Red Orchestra 2/Rising Storm Beta Community Maps,324850
Action, Adventure, Indie, RPG,Magicmaker,319250
Action, Indie,,,Super Chain Crusher Horizon,262920
Simulation, Strategy,,,Stronghold Crusader 2,232890
Adventure, Casual, Indie, RPG,Millennium 4 - Beyond Sunset,298840
Utilities,,,,EVGA Precision XOC,268850
Indie, Strategy,,,Shadows of War,340220
Action, Indie, Strategy,,Flockers™,260330
Adventure, Casual, Indie,,Melissa K. and the Heart of Gold Collector's Edition,321150
Adventure,,,,Cho Dengeki Stryker All Ages Version,321190
Action, Indie,,,6180 the moon,299660
Adventure, Free to Play, Massively Multiplayer, RPG,WAKFU,215080
Action, Adventure, RPG, Strategy,Elminage Gothic,291960
Adventure, Indie, RPG, Strategy,Shadowrun: Dragonfall - Director's Cut,300550
Action, Adventure, Casual, Indie,Roundabout,303430
Casual,,,,War Operations,316950
Adventure, Indie, RPG, Strategy,Wasteland 2: Director's Cut,240760
Adventure, Casual, Indie,,Enola,263520
RPG, Strategy,,,Endless Legend™,289130
Action, Indie,,,Heavy Bullets,297120
Action, Adventure, Indie,,Doorways: The Underworld,311250
Design &amp; Illustration, Photo Editing,,,openCanvas 6,301610
RPG,,,,FINAL FANTASY IV,312750
Indie, Strategy,,,SPACECOM,263860
Action, Adventure, Indie,,The Waste Land,316970
Casual, Free to Play, Indie, Massively Multiplayer,My Lands: Black Gem Hunting,290730
Action, Indie,,,Iron Fisticle,306700
Casual, Free to Play, Indie, Massively Multiplayer,My Lands: Age of Prosperity - Premium DLC Pack,316542
Adventure, Casual, Free to Play, Indie,Voices from the Sea,348620
Casual, Indie, Strategy,,Great Permutator,319270
Indie, Strategy,,,Reprisal Universe,319560
Casual, Racing,,,The Collider,319550
Action, Adventure,,,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,272510
Action, Free to Play, Indie,,Color Symphony,317410
Casual, Indie, Simulation,,Bridge Constructor Medieval,319850
Action, Indie,,,Boson X,302610
Action, Adventure, Casual, Indie,Hero of Many,297370
Adventure, Indie,,,J.U.L.I.A.: Among the Stars,257690
Adventure, Casual, Indie,,Uriel's Chasm,292630
Strategy,,,,Battle Academy 2: Eastern Front,306640
Indie, Strategy,,,Lords of the Black Sun,246940
Indie,,,,One Day For Ched,321030
RPG,,,,Fable Anniversary,288470
Indie, Simulation, Strategy, Early Access,Dwelvers,276870
Adventure, Casual, Indie,,Grail to the Thief,373140
Adventure, Casual, Indie,,Hack 'n' Slash,246070
Indie, RPG, Strategy, Early Access,Claustrophobia: The Downward Struggle,269590
Action, Indie,,,Velocibox,317710
Action, Indie, Racing,,Orborun,308580
Action,,,,Dead Rising 3 Apocalypse Edition,265550
Action, Adventure,,,Red Johnson's Chronicles - 1+2 - Steam Special Edition,312050
Free to Play, Indie, Massively Multiplayer, Strategy,Infinity Wars: Animated Trading Card Game,257730
Action, Adventure, Indie,,Boo Bunny Plague,313590
Indie, Strategy,,,Hunters Of The Dead,318570
Casual, Indie, Simulation,,Train Fever,304730
Casual, Indie, Simulation,,Hatoful Boyfriend,310080
Casual, Free to Play, Indie, Early Access,Anarchy Arcade,266430
Simulation, Strategy,,,RECYCLE,294830
Indie, RPG,,,Runers,306550
Action, Casual, Indie,,Borealis,307170
Indie, Simulation,,,Gender Bender DNA Twister Extreme,321060
Casual, Indie, Strategy,,Hexcells Infinite,304410
Simulation, Strategy,,,To End All Wars,312360
Action, Indie, Simulation, Strategy,GoD Factory: Wingmen,262750
Adventure, Casual, Indie, RPG,Millennium 3 - Cry Wolf,298830
Indie, Strategy,,,Draconian Wars,296590
Action, Indie, Sports,,Lethal League,261180
Action, Casual, Indie, Strategy,Toast Time,316660
Casual,,,,Train Town,320110
Adventure, Indie,,,Appointment With FEAR,316140
Adventure,,,,Quantum Conscience,375770
Indie, Strategy,,,Airship Dragoon,308380
Action, Indie, RPG,,Lichdom: Battlemage,261760
Adventure, Indie,,,The Journey Down: Chapter Two,262850
Action, Indie,,,Super Time Force Ultra,250700
Adventure, Indie, Strategy,,See No Evil,313830
Adventure, Indie, RPG,,Biglands: A Game Made By Kids,316740
Action,,,,Metro 2033 Redux,286690
Action,,,,Metro: Last Light Redux,287390
Action, Indie,,,Jamsouls,314460
Indie, Simulation,,,Taxi,315550
Casual, Indie, Strategy,,Cubesis,318440
Action, Casual, Indie,,Deep Under the Sky,315650
Free to Play, Indie, Massively Multiplayer, Racing,Darkwind: War on Wheels,295710
Action, Adventure, Indie, RPG,Salt,327860
Action, Indie, Strategy,,Commando Jack,299260
Casual, Free to Play, Indie,,Max Gentlemen,257710
Adventure, Indie,,,Shadowgate (2014),294440
Action, Adventure, Indie,,Guacamelee! Super Turbo Championship Edition,275390
RPG,,,,Heroes & Legends: Conquerors of Kolhar,306950
Action, Adventure, Casual, Indie,Depth Hunter 2: Deep Dive,248530
Action, Indie, Strategy,,Tiestru,317720
RPG, Strategy,,,King's Bounty: Dark Side,289520
Indie, Sports, Strategy,,Chess 2: The Sequel,314340
Action, Casual, Indie,,Amazing Princess Sarah,315850
Indie, Simulation,,,Five Nights at Freddy's,319510
Action, Free to Play, Indie, Sports,ACE - Arena: Cyber Evolution,285580
Adventure, Indie,,,Detective Grimoire,272600
Action, Adventure, Indie,,Snow Light,329480
Action,,,,Heavy Fire: Afghanistan,305980
Indie, RPG,,,Edolie,349240
Action, Adventure, Free to Play, Indie,Divine Souls F2P MMO,300040
Action,,,,Kick-Ass 2,304170
Action, Indie,,,Mega Coin Squad,312510
Adventure, Casual, Indie,,Morphopolis,314020
Indie, RPG,,,Always Sometimes Monsters Demo,317760
Action, Adventure, Casual, Free to Play,Cubic Castles,317470
Action, Adventure, Casual, Indie,Words for Evil,335790
Action, Adventure,,,Blinding Dark,303870
RPG,,,,Risen 3 - Titan Lords,249230
Action, Indie,,,Hangeki,316020
Early Access,,,,Colossal Kaiju Combat™: Kaijuland Battles,290810
